,shutter,flip_mirror,calib_unit,temp_bench_air,temp_bench_board,temp_water_in,temp_water_out,laser,tungsten,adc1,adc2,nvme_pci-Composite,nvme_pci-Sensor_1,nvme_pci-Sensor_2,acpitz_acpi-temp1,coretemp_isa-Package_id_0,coretemp_isa-Core_0,coretemp_isa-Core_1,coretemp_isa-Core_2,coretemp_isa-Core_3,coretemp_isa-Core_4,coretemp_isa-Core_5,coretemp_isa-Core_6,coretemp_isa-Core_7,fli_status,time_utc,fli_temp_CCD
0,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,37.85,37.85,42.85,27.8,25.0,24.0,25.0,24.0,23.0,23.0,23.0,23.0,24.0,DOWN,2021-10-09 15:00:01.186,
1,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,36.85,36.85,40.85,27.8,25.0,23.0,25.0,24.0,22.0,23.0,24.0,23.0,24.0,DOWN,2021-10-09 15:01:01.858,
2,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,35.85,35.85,40.85,27.8,25.0,24.0,25.0,24.0,23.0,25.0,24.0,24.0,24.0,DOWN,2021-10-09 15:02:02.343,
3,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,25.0,25.0,25.0,25.0,23.0,24.0,23.0,24.0,24.0,DOWN,2021-10-09 15:03:02.777,
4,CLOSE,DOWN,0.0,19.2,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,25.0,24.0,25.0,25.0,23.0,24.0,23.0,24.0,24.0,DOWN,2021-10-09 15:04:03.332,
5,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,39.0,39.0,27.0,25.0,25.0,24.0,25.0,26.0,24.0,DOWN,2021-10-09 15:05:03.813,
6,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,24.0,24.0,24.0,24.0,22.0,23.0,23.0,23.0,24.0,DOWN,2021-10-09 15:06:04.367,
7,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,25.0,24.0,25.0,25.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:07:04.883,
8,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,24.0,24.0,24.0,24.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:08:05.520,
9,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:09:06.109,
10,CLOSE,DOWN,0.0,19.2,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,23.0,25.0,24.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:10:06.782,
11,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,24.0,23.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:11:07.370,
12,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:12:08.034,
13,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,25.0,24.0,24.0,23.0,24.0,24.0,23.0,24.0,DOWN,2021-10-09 15:13:08.552,
14,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,35.85,35.85,53.85,27.8,25.0,24.0,25.0,24.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:14:09.086,
15,CLOSE,DOWN,0.0,18.9,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,38.85,38.85,58.85,27.8,24.0,24.0,24.0,24.0,22.0,23.0,23.0,23.0,23.0,DOWN,2021-10-09 15:15:09.706,
16,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,39.85,39.85,58.85,27.8,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:16:10.224,
17,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,38.85,38.85,43.85,27.8,24.0,23.0,23.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:17:10.860,
18,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,36.85,36.85,40.85,27.8,25.0,24.0,25.0,24.0,23.0,24.0,22.0,23.0,24.0,DOWN,2021-10-09 15:18:11.417,
19,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,35.85,35.85,39.85,27.8,25.0,25.0,25.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:19:12.093,
20,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,35.85,35.85,39.85,27.8,25.0,24.0,25.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:20:12.677,
21,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,24.0,24.0,24.0,24.0,22.0,23.0,23.0,23.0,23.0,DOWN,2021-10-09 15:21:13.356,
22,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,25.0,23.0,25.0,24.0,24.0,23.0,24.0,23.0,23.0,DOWN,2021-10-09 15:22:13.947,
23,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,DOWN,2021-10-09 15:23:14.492,
24,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,25.0,24.0,25.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:24:15.047,
25,CLOSE,DOWN,0.0,18.9,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,25.0,25.0,25.0,25.0,24.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:25:15.430,
26,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,36.0,27.0,36.0,25.0,27.0,24.0,25.0,25.0,24.0,DOWN,2021-10-09 15:26:15.912,
27,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,DOWN,2021-10-09 15:27:16.510,
28,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,24.0,25.0,24.0,23.0,23.0,23.0,23.0,23.0,DOWN,2021-10-09 15:28:17.163,
29,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,24.0,23.0,24.0,23.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:29:17.761,
30,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,DOWN,2021-10-09 15:30:18.404,
31,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,23.0,25.0,24.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:31:18.998,
32,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,24.0,25.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:32:19.599,
33,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,24.0,24.0,24.0,24.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:33:20.115,
34,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,24.0,25.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:34:20.747,
35,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,24.0,25.0,24.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:35:21.334,
36,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,24.0,25.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:36:21.992,
37,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,33.85,33.85,38.85,27.8,25.0,24.0,25.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:37:22.582,
38,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,25.0,23.0,25.0,24.0,22.0,24.0,24.0,23.0,23.0,DOWN,2021-10-09 15:38:23.236,
39,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,25.0,23.0,25.0,24.0,22.0,24.0,22.0,23.0,23.0,DOWN,2021-10-09 15:39:23.824,
40,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,40.85,27.8,25.0,25.0,25.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:40:24.297,
41,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:41:24.857,
42,CLOSE,DOWN,0.0,18.9,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,25.0,24.0,25.0,24.0,22.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:42:25.452,
43,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,38.85,27.8,24.0,24.0,24.0,24.0,22.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:43:26.126,
44,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,24.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0,24.0,DOWN,2021-10-09 15:44:26.713,
45,CLOSE,DOWN,0.0,18.9,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,35.85,35.85,53.85,27.8,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,23.0,DOWN,2021-10-09 15:45:27.350,
46,CLOSE,DOWN,0.0,18.9,19.1,20.3,22.5,OFF,ERROR,0.0,0.0,38.85,38.85,57.85,27.8,24.0,24.0,24.0,24.0,23.0,24.0,23.0,24.0,24.0,DOWN,2021-10-09 15:46:27.864,
47,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,38.85,38.85,43.85,27.8,25.0,24.0,25.0,25.0,23.0,24.0,23.0,24.0,25.0,DOWN,2021-10-09 15:47:28.456,
48,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,36.85,36.85,40.85,27.8,25.0,25.0,25.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:48:28.878,
49,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,35.85,35.85,39.85,27.8,25.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,DOWN,2021-10-09 15:49:29.386,
50,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,25.0,24.0,25.0,24.0,22.0,23.0,23.0,24.0,24.0,DOWN,2021-10-09 15:50:29.805,
51,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,24.0,23.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,DOWN,2021-10-09 15:51:30.359,
52,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,25.0,23.0,25.0,24.0,23.0,23.0,23.0,23.0,23.0,DOWN,2021-10-09 15:52:30.946,
53,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,24.0,24.0,24.0,23.0,22.0,24.0,23.0,23.0,24.0,OK,2021-10-09 15:53:31.545,-30.000000
54,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,34.85,34.85,39.85,27.8,24.0,24.0,23.0,24.0,22.0,24.0,23.0,23.0,23.0,OK,2021-10-09 15:54:32.221,-30.000000
55,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,35.85,35.85,53.85,27.8,24.0,23.0,23.0,24.0,22.0,24.0,23.0,23.0,24.0,OK,2021-10-09 15:55:32.788,-30.000000
56,CLOSE,DOWN,0.0,18.9,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,38.85,38.85,57.85,27.8,24.0,23.0,24.0,24.0,23.0,24.0,24.0,23.0,23.0,OK,2021-10-09 15:56:33.434,-30.000000
57,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,36.85,36.85,41.85,27.8,24.0,23.0,24.0,24.0,23.0,22.0,23.0,23.0,23.0,OK,2021-10-09 15:57:33.998,-30.000000
58,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,35.85,35.85,41.85,27.8,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,OK,2021-10-09 15:58:34.591,-30.000000
59,CLOSE,DOWN,0.0,19.1,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,36.85,36.85,42.85,27.8,24.0,23.0,24.0,24.0,22.0,24.0,23.0,23.0,24.0,OK,2021-10-09 15:59:35.191,-30.000000
60,CLOSE,DOWN,0.0,19.0,19.1,20.3,22.4,OFF,ERROR,0.0,0.0,36.85,36.85,52.85,27.8,25.0,23.0,24.0,25.0,23.0,24.0,23.0,23.0,23.0,OK,2021-10-09 16:00:35.831,-30.000000
61,CLOSE,DOWN,0.0,19.0,19.1,20.3,23.4,OFF,ERROR,0.0,0.0,39.85,39.85,58.85,27.8,27.0,27.0,27.0,27.0,26.0,27.0,26.0,27.0,26.0,OK,2021-10-09 16:01:36.352,-30.000000
62,CLOSE,DOWN,0.0,19.0,19.1,20.3,24.7,OFF,ERROR,0.0,0.0,37.85,37.85,42.85,27.8,28.0,28.0,28.0,28.0,27.0,27.0,27.0,28.0,27.0,OK,2021-10-09 16:02:36.816,-30.000000
63,CLOSE,DOWN,0.0,19.0,19.1,20.3,25.4,OFF,ERROR,0.0,0.0,37.85,37.85,42.85,27.8,34.0,28.0,28.0,28.0,27.0,27.0,28.0,34.0,28.0,OK,2021-10-09 16:03:37.337,-30.000000
64,CLOSE,DOWN,0.0,19.1,19.1,20.3,25.8,OFF,ERROR,0.0,0.0,37.85,37.85,42.85,27.8,28.0,28.0,27.0,28.0,27.0,27.0,27.0,28.0,28.0,OK,2021-10-09 16:04:37.931,-30.000000
65,CLOSE,DOWN,0.0,19.1,19.1,20.3,26.0,OFF,ERROR,0.0,0.0,37.85,37.85,42.85,27.8,29.0,29.0,28.0,29.0,27.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:05:38.508,-30.000000
66,CLOSE,DOWN,0.0,19.1,19.1,20.400000000000002,26.2,OFF,ERROR,0.0,0.0,37.85,37.85,42.85,27.8,29.0,29.0,28.0,29.0,27.0,27.0,28.0,28.0,28.0,OK,2021-10-09 16:06:39.091,-30.000000
67,CLOSE,DOWN,0.0,19.2,19.1,20.400000000000002,26.3,OFF,ERROR,0.0,0.0,38.85,38.85,43.85,27.8,29.0,28.0,28.0,29.0,27.0,27.0,27.0,28.0,28.0,OK,2021-10-09 16:07:39.691,-30.000000
68,CLOSE,DOWN,0.0,19.2,19.1,20.400000000000002,26.4,OFF,ERROR,0.0,0.0,40.85,40.85,59.85,27.8,29.0,28.0,28.0,29.0,27.0,27.0,28.0,28.0,28.0,OK,2021-10-09 16:08:40.219,-30.000000
69,CLOSE,DOWN,0.0,19.1,19.1,20.400000000000002,26.5,OFF,ERROR,0.0,0.0,43.85,43.85,57.85,27.8,29.0,29.0,28.0,29.0,27.0,28.0,27.0,28.0,28.0,OK,2021-10-09 16:09:40.854,-30.000000
70,CLOSE,DOWN,0.0,19.1,19.1,20.5,26.5,OFF,ERROR,0.0,0.0,41.85,41.85,46.85,27.8,29.0,29.0,28.0,29.0,27.0,27.0,28.0,28.0,29.0,OK,2021-10-09 16:10:41.461,-30.000000
71,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.599999999999998,OFF,ERROR,0.0,0.0,40.85,40.85,45.85,27.8,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:11:42.050,-30.000000
72,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.599999999999998,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,30.0,29.0,29.0,30.0,29.0,29.0,29.0,29.0,29.0,OK,2021-10-09 16:12:42.524,-30.000000
73,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.7,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,43.0,29.0,29.0,30.0,28.0,28.0,30.0,43.0,29.0,OK,2021-10-09 16:13:43.119,-30.000000
74,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.7,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:14:43.713,-30.000000
75,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,29.0,29.0,29.0,28.0,28.0,27.0,28.0,28.0,28.0,OK,2021-10-09 16:15:44.260,-30.000000
76,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,29.0,30.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:16:44.661,-30.000000
77,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,29.0,29.0,28.0,29.0,28.0,28.0,27.0,28.0,28.0,OK,2021-10-09 16:17:45.252,-30.000000
78,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:18:45.828,-30.000000
79,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,40.85,40.85,44.85,27.8,30.0,30.0,29.0,29.0,28.0,28.0,28.0,28.0,29.0,OK,2021-10-09 16:19:46.329,-30.000000
80,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,40.85,40.85,45.85,27.8,43.0,30.0,30.0,30.0,29.0,29.0,30.0,31.0,43.0,OK,2021-10-09 16:20:46.883,-30.000000
81,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,42.85,42.85,60.85,27.8,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:21:47.444,-30.000000
82,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,41.85,41.85,46.85,27.8,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:22:48.140,-30.000000
83,CLOSE,DOWN,0.0,19.3,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,41.85,41.85,46.85,27.8,29.0,29.0,28.0,28.0,27.0,28.0,28.0,28.0,29.0,OK,2021-10-09 16:23:48.728,-30.000000
84,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.8,OFF,ERROR,0.0,0.0,41.85,41.85,45.85,27.8,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,29.0,OK,2021-10-09 16:24:49.397,-30.000000
85,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.9,OFF,ERROR,0.0,0.0,40.85,40.85,45.85,27.8,29.0,29.0,28.0,29.0,27.0,28.0,28.0,28.0,28.0,OK,2021-10-09 16:25:49.999,-30.000000
86,CLOSE,DOWN,0.0,19.2,19.1,20.5,26.9,OFF,ERROR,0.0,0.0,42.85,42.85,60.85,27.8,75.0,63.0,69.0,75.0,67.0,71.0,56.0,64.0,62.0,OK,2021-10-09 16:26:50.318,-30.000000
87,CLOSE,DOWN,0.0,19.3,19.1,20.5,28.8,OFF,ERROR,0.0,0.0,45.85,45.85,65.85,27.8,77.0,71.0,65.0,77.0,68.0,72.0,65.0,58.0,64.0,OK,2021-10-09 16:27:50.604,-30.000000
88,CLOSE,DOWN,0.0,19.3,19.1,20.5,29.3,OFF,ERROR,0.0,0.0,46.85,46.85,54.85,27.8,75.0,63.0,67.0,75.0,53.0,71.0,60.0,57.0,68.0,OK,2021-10-09 16:28:50.929,-30.000000
89,CLOSE,DOWN,0.0,19.4,19.1,20.5,29.3,OFF,ERROR,0.0,0.0,43.85,43.85,48.85,27.8,75.0,63.0,63.0,75.0,55.0,71.0,63.0,58.0,66.0,OK,2021-10-09 16:29:51.217,-30.000000
90,CLOSE,DOWN,0.0,19.4,19.1,20.6,29.4,OFF,ERROR,0.0,0.0,42.85,42.85,47.85,27.8,75.0,70.0,67.0,75.0,53.0,70.0,58.0,57.0,66.0,OK,2021-10-09 16:30:51.536,-30.000000
91,CLOSE,DOWN,0.0,19.4,19.1,20.6,29.4,OFF,ERROR,0.0,0.0,43.85,43.85,60.85,27.8,74.0,59.0,68.0,74.0,53.0,74.0,64.0,65.0,67.0,OK,2021-10-09 16:31:51.908,-30.000000
92,CLOSE,DOWN,0.0,19.4,19.1,20.6,29.5,OFF,ERROR,0.0,0.0,45.85,45.85,65.85,27.8,75.0,64.0,64.0,75.0,54.0,71.0,60.0,57.0,67.0,OK,2021-10-09 16:32:52.200,-30.000000
93,CLOSE,DOWN,0.0,19.3,19.1,20.6,29.5,OFF,ERROR,0.0,0.0,47.85,47.85,66.85,27.8,76.0,60.0,67.0,76.0,53.0,75.0,59.0,60.0,67.0,OK,2021-10-09 16:33:52.523,-30.000000
94,CLOSE,DOWN,0.0,19.3,19.1,20.6,29.599999999999998,OFF,ERROR,0.0,0.0,47.85,47.85,54.85,27.8,75.0,64.0,63.0,75.0,53.0,72.0,60.0,58.0,67.0,OK,2021-10-09 16:34:52.827,-30.000000
95,CLOSE,DOWN,0.0,19.4,19.1,20.6,29.5,OFF,ERROR,0.0,0.0,44.85,44.85,49.85,27.8,75.0,70.0,67.0,75.0,53.0,73.0,59.0,57.0,66.0,OK,2021-10-09 16:35:53.138,-30.000000
96,CLOSE,DOWN,0.0,19.3,19.1,20.6,29.599999999999998,OFF,ERROR,0.0,0.0,43.85,43.85,48.85,27.8,77.0,73.0,52.0,77.0,66.0,70.0,72.0,58.0,69.0,OK,2021-10-09 16:36:53.430,-30.000000
97,CLOSE,DOWN,0.0,19.3,19.1,20.6,29.599999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,47.85,27.8,76.0,70.0,48.0,76.0,64.0,71.0,72.0,58.0,68.0,OK,2021-10-09 16:37:53.746,-30.000000
98,CLOSE,DOWN,0.0,19.4,19.1,20.6,29.7,OFF,ERROR,0.0,0.0,44.85,44.85,50.85,27.8,76.0,65.0,48.0,76.0,64.0,71.0,70.0,58.0,69.0,OK,2021-10-09 16:38:54.020,-30.000000
99,CLOSE,DOWN,0.0,19.5,19.1,20.6,29.7,OFF,ERROR,0.0,0.0,42.85,42.85,47.85,27.8,76.0,62.0,48.0,76.0,64.0,71.0,68.0,63.0,68.0,OK,2021-10-09 16:39:54.325,-30.000000
100,CLOSE,DOWN,0.0,19.6,19.1,20.6,29.8,OFF,ERROR,0.0,0.0,41.85,41.85,47.85,27.8,75.0,72.0,48.0,75.0,66.0,71.0,69.0,58.0,68.0,OK,2021-10-09 16:40:54.668,-30.000000
101,CLOSE,DOWN,0.0,19.5,19.1,20.6,29.8,OFF,ERROR,0.0,0.0,41.85,41.85,46.85,27.8,75.0,64.0,47.0,75.0,64.0,71.0,64.0,61.0,68.0,OK,2021-10-09 16:41:54.971,-30.000000
102,CLOSE,DOWN,0.0,19.5,19.1,20.7,29.8,OFF,ERROR,0.0,0.0,41.85,41.85,46.85,27.8,75.0,65.0,48.0,75.0,65.0,71.0,64.0,58.0,69.0,OK,2021-10-09 16:42:55.297,-30.000000
103,CLOSE,DOWN,0.0,19.5,19.1,20.7,29.8,OFF,ERROR,0.0,0.0,41.85,41.85,45.85,27.8,75.0,72.0,48.0,75.0,65.0,71.0,71.0,59.0,69.0,OK,2021-10-09 16:43:55.604,-30.000000
104,CLOSE,DOWN,0.0,19.7,19.1,20.7,29.8,OFF,ERROR,0.0,0.0,41.85,41.85,45.85,27.8,76.0,63.0,58.0,76.0,66.0,71.0,71.0,58.0,69.0,OK,2021-10-09 16:44:55.932,-30.000000
105,CLOSE,DOWN,0.0,19.5,19.1,20.7,29.9,OFF,ERROR,0.0,0.0,40.85,40.85,46.85,27.8,76.0,61.0,48.0,76.0,65.0,71.0,65.0,59.0,68.0,OK,2021-10-09 16:45:56.233,-30.000000
106,CLOSE,DOWN,0.0,19.4,19.1,20.7,29.8,OFF,ERROR,0.0,0.0,40.85,40.85,45.85,27.8,75.0,64.0,48.0,75.0,64.0,71.0,64.0,62.0,68.0,OK,2021-10-09 16:46:56.542,-30.000000
107,CLOSE,DOWN,0.0,19.4,19.1,20.7,29.9,OFF,ERROR,0.0,0.0,40.85,40.85,45.85,27.8,76.0,70.0,48.0,76.0,64.0,72.0,64.0,66.0,68.0,OK,2021-10-09 16:47:56.838,-30.000000
108,CLOSE,DOWN,0.0,19.3,19.1,20.7,29.8,OFF,ERROR,0.0,0.0,40.85,40.85,45.85,27.8,76.0,72.0,47.0,76.0,65.0,72.0,65.0,58.0,69.0,OK,2021-10-09 16:48:57.161,-30.000000
109,CLOSE,DOWN,0.0,19.3,19.1,20.7,29.9,OFF,ERROR,0.0,0.0,40.85,40.85,45.85,27.8,76.0,63.0,49.0,76.0,64.0,72.0,69.0,64.0,70.0,OK,2021-10-09 16:49:57.465,-30.000000
